LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,52,311.58,88.5,1,7.659999847,289.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,53,292.07,94.42,1,7.659999847,280.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,54,285.88,96.46,1,7.659999847,304
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,55,286.88,96.12,1,7.659999847,304
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,56,295.13,93.44,1,7.659999847,296
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,57,288.68,95.52,1,7.659999847,285.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,58,286.69,96.19,1,7.659999847,280.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,59,290.85,94.81,1,7.659999847,297.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,60,300.98,91.62,1,7.659999847,289
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,61,286.93,96.11,1,7.659999847,303
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,62,287.76,95.83,1,7.659999847,276
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,63,289.33,95.31,1,7.659999847,262.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,64,289.67,95.2,1,7.659999847,275.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,65,281.1,98.1,1,7.659999847,272.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,66,288.73,95.51,1,7.659999847,261.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,67,276.43,99.76,1,7.659999847,254.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,68,285.52,96.58,1,7.659999847,266.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,69,286.22,96.35,1,7.659999847,255
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,70,267.5,103.09,1,7.659999847,244
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,71,275.68,100.03,1,7.659999847,227.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,72,279.25,98.75,1,7.659999847,230
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,73,273.09,100.98,1,7.659999847,218
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,74,273.07,100.99,1,7.659999847,191
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,75,273.9,100.68,1,7.659999847,192
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,76,261.2,105.57,1,7.659999847,179.75
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,77,269.72,102.24,1,7.659999847,164
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,78,284.54,96.91,1,7.659999847,149
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,79,274.8,100.35,1,7.659999847,139
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,80,268.25,102.8,1,7.659999847,120
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,81,281.82,97.85,1,7.659999847,100
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,82,278.35,99.07,1,7.659999847,91.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,83,267.05,103.26,1,7.659999847,71
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,84,278.21,99.12,1,7.659999847,74.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,85,279.73,98.58,1,7.659999847,68.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,86,273.08,100.98,1,7.659999847,57
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,87,263,104.85,1,7.659999847,52.25
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,88,269.12,102.47,1,7.659999847,47.75
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,89,282.02,97.78,1,7.659999847,37.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,90,292.77,94.19,1,7.659999847,42
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,91,258.27,106.77,1,7.659999847,39
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,92,309.52,89.09,1,7.659999847,26.75
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,93,262.51,105.05,1,7.659999847,23.5
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,94,264.17,104.39,2,7.659999847,24
AL2471,A40 between A4137 and A49 (AL2471),8/22/2014 0:00,95,265.83,103.74,1,7.659999847,18
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,0,246.93,111.68,1,7.659999847,20
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,1,321.9,85.67,1,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,2,289.3,95.32,2,7.659999847,14.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,3,278.43,99.04,1,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,4,264.73,104.17,2,7.659999847,7
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,5,223.63,123.31,1,7.659999847,10.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,6,277.49,99.38,2,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,7,331.35,83.22,1,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,8,274.65,100.4,1,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,9,288.94,95.44,2,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,10,303.23,90.94,1,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,11,303.23,90.94,2,7.659999847,7
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,12,340.16,81.07,2,7.659999847,7.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,13,340.16,81.07,1,7.659999847,9
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,14,340.16,81.07,2,7.659999847,9.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,15,340.16,81.07,2,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,16,324.42,85,2,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,17,324.42,85,2,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,18,324.42,85,1,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,19,259.53,106.25,1,7.659999847,16.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,20,248.82,110.83,1,7.659999847,19
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,21,264.57,104.23,1,7.659999847,18.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,22,258.27,106.77,1,7.659999847,20.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,23,253.65,108.72,2,7.659999847,28
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,24,244.41,112.83,1,7.659999847,34
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,25,280.95,98.15,1,7.659999847,45
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,26,262.05,105.23,1,7.659999847,45.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,27,264.88,104.11,1,7.659999847,58.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,28,257.64,107.03,1,7.659999847,71
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,29,273.6,100.79,1,7.659999847,75
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,30,269.22,102.43,1,7.659999847,82.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,31,258.5,106.68,1,7.659999847,96
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,32,250.69,110,1,7.659999847,104.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,33,277.36,99.42,1,7.659999847,134.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,34,279.18,98.77,1,7.659999847,135
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,35,273.99,100.65,1,7.659999847,161
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,36,279.29,98.74,1,7.659999847,173.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,37,274.37,100.51,1,7.659999847,183
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,38,279.61,98.62,1,7.659999847,202.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,39,278.69,98.95,1,7.659999847,214.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,40,282.44,97.63,1,7.659999847,233.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,41,273.12,100.97,1,7.659999847,238
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,42,283.5,97.27,1,7.659999847,252
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,43,297.81,92.6,1,7.659999847,254.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,44,286.95,96.1,1,7.659999847,263
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,45,290.64,94.88,1,7.659999847,287.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,46,307.48,89.68,1,7.659999847,290
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,47,298.39,92.42,1,7.659999847,271.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,48,302.39,91.19,1,7.659999847,268
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,49,315.07,87.52,1,7.659999847,256.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,50,281.09,98.1,1,7.659999847,250
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,51,278.33,99.08,1,7.659999847,248
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,52,282.81,97.51,1,7.659999847,242
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,53,291.26,94.68,1,7.659999847,226.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,54,295.53,93.31,1,7.659999847,229
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,55,282.7,97.55,1,7.659999847,225.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,56,290.43,94.95,1,7.659999847,225.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,57,282.81,97.51,1,7.659999847,229.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,58,288.87,95.46,1,7.659999847,208.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,59,287.34,95.97,1,7.659999847,202.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,60,279.88,98.53,1,7.659999847,195.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,61,279.09,98.81,1,7.659999847,204
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,62,280.65,98.26,1,7.659999847,193.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,63,285.39,96.63,1,7.659999847,183.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,64,275.97,99.92,1,7.659999847,184
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,65,274.07,100.62,1,7.659999847,163
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,66,271.5,101.57,1,7.659999847,178.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,67,269.83,102.2,1,7.659999847,179
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,68,281.85,97.84,1,7.659999847,172
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,69,275.86,99.96,1,7.659999847,169.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,70,284.41,96.96,1,7.659999847,174
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,71,269.24,102.42,1,7.659999847,157
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,72,275.95,99.93,1,7.659999847,168
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,73,271.24,101.67,1,7.659999847,162
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,74,271.44,101.59,1,7.659999847,135.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,75,270.43,101.97,1,7.659999847,126
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,76,259.49,106.27,1,7.659999847,127
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,77,261.6,105.41,1,7.659999847,109
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,78,253.23,108.9,1,7.659999847,96
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,79,264.57,104.23,1,7.659999847,94.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,80,274.86,100.33,1,7.659999847,87.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,81,280.57,98.29,1,7.659999847,83
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,82,292.63,94.24,1,7.659999847,74.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,83,268.43,102.73,1,7.659999847,56
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,84,264.86,104.12,1,7.659999847,60.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,85,257.43,107.12,1,7.659999847,52.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,86,281.51,97.96,1,7.659999847,49.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,87,265.11,104.02,1,7.659999847,46.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,88,257.54,107.07,1,7.659999847,37.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,89,243.66,113.17,1,7.659999847,36
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,90,270.59,101.91,1,7.659999847,32
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,91,296.25,93.08,1,7.659999847,29.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,92,296.7,92.94,1,7.659999847,31
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,93,286.15,96.37,1,7.659999847,26.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,94,332.61,82.91,1,7.659999847,23.5
AL2471,A40 between A4137 and A49 (AL2471),8/23/2014 0:00,95,352.76,78.17,1,7.659999847,20.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,0,321.27,85.83,1,7.659999847,17.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,1,298.2,92.47,1,7.659999847,18
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,2,237.05,116.33,1,7.659999847,16.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,3,237.05,116.33,1,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,4,246.38,111.92,1,7.659999847,12
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,5,291.34,94.65,1,7.659999847,9.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,6,237.05,116.33,1,7.659999847,10
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,7,335.13,82.28,2,7.659999847,6
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,8,288.51,95.58,2,7.659999847,6.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,9,288.51,95.58,2,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,10,288.51,95.58,1,7.659999847,6.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,11,288.51,95.58,2,7.659999847,10
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,12,311.82,88.44,2,7.659999847,9.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,13,311.82,88.44,1,7.659999847,9
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,14,311.82,88.44,2,7.659999847,9.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,15,311.82,88.44,2,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,16,285.73,96.51,3,7.659999847,8
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,17,310.59,88.79,3,7.659999847,7
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,18,295.73,93.25,3,7.659999847,9
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,19,275.72,100.01,3,7.659999847,8
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,20,282.21,97.71,2,7.659999847,10
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,21,282.21,97.71,2,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,22,282.21,97.71,1,7.659999847,17.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,23,247.56,111.39,1,7.659999847,19
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,24,253.86,108.63,2,7.659999847,25
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,25,257.01,107.3,1,7.659999847,28
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,26,255.75,107.82,1,7.659999847,36
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,27,277.8,99.27,1,7.659999847,42
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,28,266.46,103.49,1,7.659999847,56
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,29,266.25,103.57,1,7.659999847,65.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,30,257.17,107.23,1,7.659999847,71
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,31,263.24,104.76,1,7.659999847,78
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,32,267.47,103.1,1,7.659999847,80
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,33,271.23,101.67,1,7.659999847,93.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,34,271.89,101.42,1,7.659999847,95.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,35,263.3,104.73,1,7.659999847,111
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,36,277.59,99.34,1,7.659999847,122.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,37,266.89,103.32,1,7.659999847,141.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,38,282.68,97.55,1,7.659999847,159
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,39,275.41,100.13,1,7.659999847,176
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,40,269.63,102.27,1,7.659999847,196.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,41,287.27,95.99,1,7.659999847,210.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,42,281.03,98.12,1,7.659999847,218
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,43,281.4,98,1,7.659999847,237.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,44,283.88,97.14,1,7.659999847,239
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,45,280.43,98.33,1,7.659999847,245.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,46,275.3,100.17,1,7.659999847,245.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,47,307.34,89.72,1,7.659999847,246
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,48,285.68,96.53,1,7.659999847,262
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,49,283.39,97.31,1,7.659999847,240.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,50,277.84,99.25,1,7.659999847,232
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,51,289.2,95.35,1,7.659999847,221.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,52,283.78,97.17,1,7.659999847,207.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,53,295.45,93.34,1,7.659999847,210.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,54,274.93,100.3,1,7.659999847,198.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,55,282.19,97.72,1,7.659999847,210
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,56,284.45,96.94,1,7.659999847,215.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,57,264.6,104.22,1,7.659999847,209.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,58,272.16,101.32,1,7.659999847,208.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,59,275.42,100.12,1,7.659999847,214
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,60,278.52,99.01,1,7.659999847,224
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,61,279.38,98.7,1,7.659999847,223
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,62,261.19,105.58,1,7.659999847,225.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,63,274.6,100.42,1,7.659999847,227
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,64,282.16,97.73,1,7.659999847,231
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,65,278.59,98.98,1,7.659999847,242.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,66,277.95,99.21,1,7.659999847,245.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,67,272.18,101.32,1,7.659999847,244
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,68,268.69,102.63,1,7.659999847,216.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,69,264.9,104.1,1,7.659999847,221
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,70,277.83,99.25,1,7.659999847,215.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,71,272.35,101.25,1,7.659999847,215.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,72,283.83,97.16,1,7.659999847,206.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,73,276.91,99.58,1,7.659999847,199
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,74,266.44,103.5,1,7.659999847,185
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,75,270.66,101.88,1,7.659999847,185
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,76,273.59,100.79,1,7.659999847,174
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,77,264.93,104.09,1,7.659999847,159.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,78,258.67,106.61,1,7.659999847,147.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,79,267.6,103.05,1,7.659999847,139
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,80,280.04,98.47,1,7.659999847,120.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,81,260.24,105.96,1,7.659999847,113
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,82,259.1,106.43,1,7.659999847,99
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,83,281.19,98.07,1,7.659999847,91
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,84,274.7,100.39,1,7.659999847,82.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,85,267.75,102.99,1,7.659999847,62
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,86,280.93,98.16,1,7.659999847,65
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,87,260.79,105.74,1,7.659999847,48.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,88,267.34,103.15,2,7.659999847,42.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,89,277.17,99.49,1,7.659999847,34.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,90,281.58,97.93,1,7.659999847,31
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,91,278.43,99.04,1,7.659999847,23
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,92,277.17,99.49,2,7.659999847,26.5
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,93,274.65,100.4,1,7.659999847,20
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,94,274.65,100.4,2,7.659999847,18
AL2471,A40 between A4137 and A49 (AL2471),8/24/2014 0:00,95,274.65,100.4,2,7.659999847,12.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,0,292.92,94.14,1,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,1,292.92,94.14,2,7.659999847,13.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,2,279.69,98.59,2,7.659999847,11
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,3,266.46,103.49,2,7.659999847,10
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,4,266.46,103.49,1,7.659999847,7.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,5,250.08,110.27,1,7.659999847,7
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,6,250.08,110.27,2,7.659999847,6.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,7,250.08,110.27,2,7.659999847,6.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,8,270.24,102.04,2,7.659999847,7.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,9,270.24,102.04,2,7.659999847,7.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,10,270.24,102.04,1,7.659999847,6
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,11,271.57,101.54,1,7.659999847,8
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,12,292.29,94.34,1,7.659999847,6.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,13,288.51,95.58,2,7.659999847,6
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,14,284.73,96.85,1,7.659999847,10.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,15,272.13,101.33,1,7.659999847,8.5
AL2471,A40 between A4137 and A49 (AL2471),8/25/2014 0:00,16,312.45,88.26,1,7.659999847,10.5
